,name,tag
1627,"../Data\Words/downloaded_videos\SOME DEAF SUBSCRIBE-SSI WHY  Some Deaf receive-government-assistance why\SOME DEAF SUBSCRIBE-[SSI] WHY？ ⧸ Some Deaf receive-government-assistance, why？.mp4",SOME DEAF SUBSCRIBE-SSI WHY  Some Deaf receive-government-assistance why
1628,"../Data\Words/downloaded_videos\SOME PEOPLE STEAL WHY\SOME PEOPLE STEAL, WHY？.mp4",SOME PEOPLE STEAL WHY
1629,../Data\Words/downloaded_videos\SOME-somethingsomeonesinglejustalone\SOME-[something⧸someone⧸single⧸just⧸alone].mp4,SOME-somethingsomeonesinglejustalone
1630,"../Data\Words/downloaded_videos\SOMETHING BROKE YOU PREFER HIRE MECHANIC bodyshift fs-FIX your-SELF WHICH\SOMETHING BROKE, YOU PREFER HIRE MECHANIC, [bodyshift], fs-FIX your-SELF, WHICH？.mp4",SOMETHING BROKE YOU PREFER HIRE MECHANIC bodyshift fs-FIX your-SELF WHICH
1631,../Data\Words/downloaded_videos\SOMETIMES\SOMETIMES.mp4,SOMETIMES
1632,../Data\Words/downloaded_videos\SOMETIMES YOU RUDE if so WHEN\SOMETIMES YOU RUDE？ [if so] WHEN？.mp4,SOMETIMES YOU RUDE if so WHEN
1633,../Data\Words/downloaded_videos\son\son.mp4,son
1634,../Data\Words/downloaded_videos\SON-IN-LAW\SON-IN-LAW.mp4,SON-IN-LAW
1635,../Data\Words/downloaded_videos\SOON-F-on-chin-version\SOON-[F-on-chin-version].mp4,SOON-F-on-chin-version
1636,../Data\Words/downloaded_videos\SOON-H-hand-version\SOON-[H-hand-version].mp4,SOON-H-hand-version
1637,../Data\Words/downloaded_videos\SOPHOMORE-year\SOPHOMORE-year.mp4,SOPHOMORE-year
1638,../Data\Words/downloaded_videos\SORRY-version-1\SORRY-[version-1].mp4,SORRY-version-1
1639,../Data\Words/downloaded_videos\SORRY-version-2\SORRY-[version-2].mp4,SORRY-version-2
1640,../Data\Words/downloaded_videos\SOUP\SOUP.mp4,SOUP
1641,"../Data\Words/downloaded_videos\SOUP YOU KNOW HOW MAKE\SOUP, YOU KNOW HOW MAKE？.mp4",SOUP YOU KNOW HOW MAKE
1642,"../Data\Words/downloaded_videos\SOUP YOU LIKE PEPPER\SOUP, YOU LIKE PEPPER？.mp4",SOUP YOU LIKE PEPPER
1643,"../Data\Words/downloaded_videos\SOUP YOU LIKE WHAT-KIND\SOUP, YOU LIKE WHAT-KIND？.mp4",SOUP YOU LIKE WHAT-KIND
1644,../Data\Words/downloaded_videos\SOUTH\SOUTH.mp4,SOUTH
1645,../Data\Words/downloaded_videos\SOUTH-version-2\SOUTH-[version-2].mp4,SOUTH-version-2
1646,../Data\Words/downloaded_videos\sow seedsplant\sow seeds⧸plant.mp4,sow seedsplant
1647,../Data\Words/downloaded_videos\SPELL GOOD CAN YOU\SPELL GOOD CAN YOU？.mp4,SPELL GOOD CAN YOU
1648,../Data\Words/downloaded_videos\SPILL-SPREAD\SPILL-[SPREAD].mp4,SPILL-SPREAD
1649,"../Data\Words/downloaded_videos\SPRING - plant spring time garden\SPRING - plant, spring time, garden.mp4",SPRING - plant spring time garden
1650,"../Data\Words/downloaded_videos\SPRING SUMMER FALL YOU LIKE BEST WHICH\SPRING, SUMMER, FALL, YOU LIKE BEST WHICH？.mp4",SPRING SUMMER FALL YOU LIKE BEST WHICH
1651,"../Data\Words/downloaded_videos\SQUARE-board YOU THINK HESHE TEACHER SHOULD WRITE MORE\SQUARE-[board], YOU THINK HE⧸SHE TEACHER SHOULD WRITE MORE？.mp4",SQUARE-board YOU THINK HESHE TEACHER SHOULD WRITE MORE
1652,../Data\Words/downloaded_videos\STAFF\STAFF.mp4,STAFF
1653,../Data\Words/downloaded_videos\STAND\STAND.mp4,STAND
1654,../Data\Words/downloaded_videos\stand-CLV\stand-[CL：V].mp4,stand-CLV
1655,../Data\Words/downloaded_videos\STAR\STAR.mp4,STAR
1656,../Data\Words/downloaded_videos\START-begin-initiate\START-begin-initiate.mp4,START-begin-initiate
1657,../Data\Words/downloaded_videos\statusquotetitletopicsubject\status⧸quote⧸title⧸topic⧸subject.mp4,statusquotetitletopicsubject
1658,../Data\Words/downloaded_videos\STAY\STAY.mp4,STAY
1659,../Data\Words/downloaded_videos\STEAL\STEAL.mp4,STEAL
1660,"../Data\Words/downloaded_videos\STEPFATHER what-MEANING\STEPFATHER, what-MEANING？.mp4",STEPFATHER what-MEANING
1661,../Data\Words/downloaded_videos\STEPFATHER-version-1\STEPFATHER-[version-1].mp4,STEPFATHER-version-1
1662,../Data\Words/downloaded_videos\STEPFATHER-version-2\STEPFATHER-[version-2].mp4,STEPFATHER-version-2
1663,../Data\Words/downloaded_videos\STEPFATHER-version-3\STEPFATHER-[version-3].mp4,STEPFATHER-version-3
1664,../Data\Words/downloaded_videos\STEPMOTHER-version-1\STEPMOTHER-[version-1].mp4,STEPMOTHER-version-1
1665,../Data\Words/downloaded_videos\STEPMOTHER-version-2\STEPMOTHER-[version-2].mp4,STEPMOTHER-version-2
1666,../Data\Words/downloaded_videos\STEPMOTHER-version-3\STEPMOTHER-[version-3].mp4,STEPMOTHER-version-3
1667,../Data\Words/downloaded_videos\STILL\STILL.mp4,STILL
1668,../Data\Words/downloaded_videos\STINK\STINK.mp4,STINK
1669,../Data\Words/downloaded_videos\stinkstinks-version\stink⧸stinks-[version].mp4,stinkstinks-version
1670,../Data\Words/downloaded_videos\STOMACH\STOMACH.mp4,STOMACH
1671,../Data\Words/downloaded_videos\STOP\STOP.mp4,STOP
1672,../Data\Words/downloaded_videos\STOP SIGN-street-sign what-COLOR\STOP SIGN-[street-sign] what-COLOR？.mp4,STOP SIGN-street-sign what-COLOR
1673,../Data\Words/downloaded_videos\STORE\STORE.mp4,STORE
1674,../Data\Words/downloaded_videos\STORE YOU PATRON-of what-NAME\STORE YOU PATRON-of what-NAME？.mp4,STORE YOU PATRON-of what-NAME
1675,../Data\Words/downloaded_videos\STOVE\STOVE.mp4,STOVE
1676,"../Data\Words/downloaded_videos\STOVE HOT YOU TOUCH BEFORE YOU\STOVE HOT, YOU TOUCH BEFORE YOU？.mp4",STOVE HOT YOU TOUCH BEFORE YOU
1677,../Data\Words/downloaded_videos\STRAIGHT\STRAIGHT.mp4,STRAIGHT
1678,../Data\Words/downloaded_videos\STRAIGHT-HAIR\STRAIGHT-HAIR.mp4,STRAIGHT-HAIR
1679,../Data\Words/downloaded_videos\STREET\STREET.mp4,STREET
1680,../Data\Words/downloaded_videos\STRICT  hard nosed idiomatic  ASL pun\STRICT ⧸ hard nosed [idiomatic ⧸ ASL pun].mp4,STRICT  hard nosed idiomatic  ASL pun
1681,../Data\Words/downloaded_videos\striped-shirt horizontal-stripes\striped-shirt [horizontal-stripes].mp4,striped-shirt horizontal-stripes
1682,../Data\Words/downloaded_videos\striped-shirt vertical-stripes\striped-shirt [vertical-stripes].mp4,striped-shirt vertical-stripes
1683,../Data\Words/downloaded_videos\STRIPES-vertical on object\STRIPES-(vertical on object).mp4,STRIPES-vertical on object
1684,../Data\Words/downloaded_videos\STRONG\STRONG.mp4,STRONG
1685,../Data\Words/downloaded_videos\STRUGGLE version\STRUGGLE (version).mp4,STRUGGLE version
1686,../Data\Words/downloaded_videos\STRUGGLE-version 2\STRUGGLE-[version 2].mp4,STRUGGLE-version 2
1687,../Data\Words/downloaded_videos\STUBBORN determined\STUBBORN (determined).mp4,STUBBORN determined
1688,../Data\Words/downloaded_videos\STUCK\STUCK.mp4,STUCK
1689,../Data\Words/downloaded_videos\STUCK-UP  SNOBBY\STUCK-UP ⧸ SNOBBY.mp4,STUCK-UP  SNOBBY
1690,../Data\Words/downloaded_videos\STUDENT  learner casual version\STUDENT ⧸ learner [casual version].mp4,STUDENT  learner casual version
1691,"../Data\Words/downloaded_videos\STUDENT FAIL CLASS WHY\STUDENT FAIL CLASS, WHY？.mp4",STUDENT FAIL CLASS WHY
1692,"../Data\Words/downloaded_videos\STUDENT FAIL YOU THINK TEACHER FAULT\STUDENT FAIL, YOU THINK TEACHER FAULT？.mp4",STUDENT FAIL YOU THINK TEACHER FAULT
1693,"../Data\Words/downloaded_videos\STUDENT HESHE\STUDENT, HE⧸SHE？.mp4",STUDENT HESHE
1694,../Data\Words/downloaded_videos\STUDENT YOU\STUDENT YOU？.mp4,STUDENT YOU
1695,../Data\Words/downloaded_videos\STUDENT-full-version\STUDENT-[full-version].mp4,STUDENT-full-version
1696,"../Data\Words/downloaded_videos\STUDENTS HERE YOU LIKE ALL YOU DO YOU LIKE ALL OF THE STUDENTS HERE\STUDENTS HERE, YOU LIKE ALL YOU？ (DO YOU LIKE ALL OF THE STUDENTS HERE？).mp4",STUDENTS HERE YOU LIKE ALL YOU DO YOU LIKE ALL OF THE STUDENTS HERE
1697,../Data\Words/downloaded_videos\STUDY-version\STUDY-[version].mp4,STUDY-version
1698,../Data\Words/downloaded_videos\STUDY-version-1\STUDY-[version-1].mp4,STUDY-version-1
1699,../Data\Words/downloaded_videos\STUDY-version-2\STUDY-[version-2].mp4,STUDY-version-2
1700,../Data\Words/downloaded_videos\STUPID-2-hand-version\STUPID-[2-hand-version].mp4,STUPID-2-hand-version
1701,../Data\Words/downloaded_videos\STUPID-version\STUPID-[version].mp4,STUPID-version
1702,../Data\Words/downloaded_videos\subway\subway.mp4,subway
1703,../Data\Words/downloaded_videos\success  succeed  accomplish  managed to\success ⧸ succeed ⧸ accomplish ⧸ managed to.mp4,success  succeed  accomplish  managed to
1704,../Data\Words/downloaded_videos\SUFFER\SUFFER.mp4,SUFFER
1705,../Data\Words/downloaded_videos\SUGARcutecandy\SUGAR⧸cute⧸candy.mp4,SUGARcutecandy
1706,"../Data\Words/downloaded_videos\SUGGEST-offer propose\SUGGEST-[offer, propose].mp4",SUGGEST-offer propose
1707,../Data\Words/downloaded_videos\SUMMER\SUMMER.mp4,SUMMER
1708,"../Data\Words/downloaded_videos\SUMMER bodyshift-OR WINTER YOU LIKE BETTER WHICH\SUMMER [bodyshift]-OR WINTER, YOU LIKE BETTER WHICH？.mp4",SUMMER bodyshift-OR WINTER YOU LIKE BETTER WHICH
1709,"../Data\Words/downloaded_videos\SUMMER VACATION YOU GO-TO-BED what-TIME\SUMMER VACATION, YOU GO-TO-BED what-TIME？.mp4",SUMMER VACATION YOU GO-TO-BED what-TIME
1710,"../Data\Words/downloaded_videos\SUMMER VACATION YOU WAKE UP what-TIME\SUMMER VACATION, YOU WAKE UP what-TIME？.mp4",SUMMER VACATION YOU WAKE UP what-TIME
1711,../Data\Words/downloaded_videos\SUMMON  call-upon  subpoena  draft into service  drafted\SUMMON ⧸ call-upon ⧸ subpoena ⧸ draft into service ⧸ drafted.mp4,SUMMON  call-upon  subpoena  draft into service  drafted
1712,../Data\Words/downloaded_videos\sun ray version\sun (ray version).mp4,sun ray version
1713,../Data\Words/downloaded_videos\SUN-C-hand-version\SUN-[C-hand-version].mp4,SUN-C-hand-version
1714,../Data\Words/downloaded_videos\SUNDAY YOU TAKE-EASY YOU\SUNDAY YOU TAKE-EASY YOU？.mp4,SUNDAY YOU TAKE-EASY YOU
1715,../Data\Words/downloaded_videos\SUNDAY-version-1\SUNDAY-[version-1].mp4,SUNDAY-version-1
1716,"../Data\Words/downloaded_videos\SUNDAY-version-2 WONDERFUL-version 2\SUNDAY-[version-2], WONDERFUL-[version 2].mp4",SUNDAY-version-2 WONDERFUL-version 2
1717,../Data\Words/downloaded_videos\SUNDAY-version-3\SUNDAY-[version-3].mp4,SUNDAY-version-3
1718,../Data\Words/downloaded_videos\SUNRISE\SUNRISE.mp4,SUNRISE
1719,../Data\Words/downloaded_videos\SUPPORT  loyal to  advocate  back  allegiance\SUPPORT ⧸ loyal to ⧸ advocate ⧸ back ⧸ allegiance.mp4,SUPPORT  loyal to  advocate  back  allegiance
1720,"../Data\Words/downloaded_videos\SUPPOSE BOSS FIRE YOU HOW FEEL\SUPPOSE BOSS FIRE YOU, HOW FEEL？.mp4",SUPPOSE BOSS FIRE YOU HOW FEEL
1721,"../Data\Words/downloaded_videos\SUPPOSE BOY GIRLFRIEND CARELESS MAYBE HAPPEN WHAT\SUPPOSE BOY, GIRLFRIEND CARELESS, MAYBE HAPPEN WHAT？.mp4",SUPPOSE BOY GIRLFRIEND CARELESS MAYBE HAPPEN WHAT
1722,"../Data\Words/downloaded_videos\SUPPOSE DOG YOU WATER hose-down YOU THINK IT STINK FUTURE-will\SUPPOSE DOG, YOU WATER ＂hose-down＂ YOU THINK IT STINK FUTURE-[will]？.mp4",SUPPOSE DOG YOU WATER hose-down YOU THINK IT STINK FUTURE-will
1723,"../Data\Words/downloaded_videos\SUPPOSE EAT EGG YOU LIKE KETCHUP YOU\SUPPOSE EAT EGG, YOU LIKE KETCHUP YOU？.mp4",SUPPOSE EAT EGG YOU LIKE KETCHUP YOU
1724,"../Data\Words/downloaded_videos\SUPPOSE GO EUROPE WANT LOOK-AROUND 1-DAY ENOUGH\SUPPOSE GO EUROPE, WANT LOOK-AROUND, 1-DAY ENOUGH？.mp4",SUPPOSE GO EUROPE WANT LOOK-AROUND 1-DAY ENOUGH
1725,"../Data\Words/downloaded_videos\SUPPOSE RAIN CL1-GO OUT PLAY WILL SICK YOU\SUPPOSE RAIN, CL：1-＂GO OUT＂ PLAY, WILL SICK YOU？.mp4",SUPPOSE RAIN CL1-GO OUT PLAY WILL SICK YOU
1726,"../Data\Words/downloaded_videos\SUPPOSE SHIRT NONE SHOES NONE STORE ALLOW YOU ENTER QM-wig\SUPPOSE SHIRT NONE, SHOES NONE, STORE ALLOW YOU ENTER QM-wig？.mp4",SUPPOSE SHIRT NONE SHOES NONE STORE ALLOW YOU ENTER QM-wig
1727,"../Data\Words/downloaded_videos\SUPPOSE SICK YOU THINK GO-TO-BED HELP\SUPPOSE SICK, YOU THINK GO-TO-BED HELP？.mp4",SUPPOSE SICK YOU THINK GO-TO-BED HELP
1728,"../Data\Words/downloaded_videos\SUPPOSE SIGN CLASS PARTY YOU SUGGEST what-DO\SUPPOSE SIGN CLASS PARTY, YOU SUGGEST what-DO？.mp4",SUPPOSE SIGN CLASS PARTY YOU SUGGEST what-DO
1729,"../Data\Words/downloaded_videos\SUPPOSE STUDENT CHEAT TEST YOU THINK SHOULD THROW-cast-out SCHOOL\SUPPOSE STUDENT CHEAT TEST, YOU THINK SHOULD THROW-[cast-out] SCHOOL？.mp4",SUPPOSE STUDENT CHEAT TEST YOU THINK SHOULD THROW-cast-out SCHOOL
1730,"../Data\Words/downloaded_videos\SUPPOSE TEACHER NOT COME WAIT HALF-HOUR YOU\SUPPOSE TEACHER NOT COME, WAIT HALF-HOUR YOU？.mp4",SUPPOSE TEACHER NOT COME WAIT HALF-HOUR YOU
1731,"../Data\Words/downloaded_videos\SUPPOSE TEST CANCEL YOU RELIEVED YOU\SUPPOSE TEST CANCEL, YOU RELIEVED YOU？.mp4",SUPPOSE TEST CANCEL YOU RELIEVED YOU
1732,"../Data\Words/downloaded_videos\SUPPOSE THIS CLASS YOU FAIL RESPONSIBLE WHO\SUPPOSE THIS CLASS YOU FAIL, RESPONSIBLE WHO？.mp4",SUPPOSE THIS CLASS YOU FAIL RESPONSIBLE WHO
1733,"../Data\Words/downloaded_videos\SUPPOSE THIS CLASS YOU SKIP MUST BRING-to-here EXCUSE QM-wig\SUPPOSE THIS CLASS, YOU SKIP, MUST BRING-to-here EXCUSE QM-wig？.mp4",SUPPOSE THIS CLASS YOU SKIP MUST BRING-to-here EXCUSE QM-wig
1734,"../Data\Words/downloaded_videos\SUPPOSE WALK 4-HOUR FUTURE-will TIRED YOU\SUPPOSE WALK 4-HOUR, FUTURE-[will] TIRED YOU？.mp4",SUPPOSE WALK 4-HOUR FUTURE-will TIRED YOU
1735,"../Data\Words/downloaded_videos\SUPPOSE YOU COUGH COUGH CANT STOP what-DO\SUPPOSE YOU COUGH COUGH, CAN'T STOP, what-DO？.mp4",SUPPOSE YOU COUGH COUGH CANT STOP what-DO
1736,"../Data\Words/downloaded_videos\SUPPOSE YOU EAT 3 HAMBURGER WILL FULL YOU\SUPPOSE YOU EAT 3 HAMBURGER, WILL FULL YOU？.mp4",SUPPOSE YOU EAT 3 HAMBURGER WILL FULL YOU
1737,"../Data\Words/downloaded_videos\SUPPOSE YOU FREEWAY CAR BREAK-DOWN YOU what-DO\SUPPOSE YOU FREEWAY, CAR BREAK-DOWN, YOU what-DO？.mp4",SUPPOSE YOU FREEWAY CAR BREAK-DOWN YOU what-DO
1738,"../Data\Words/downloaded_videos\SUPPOSE YOU GO BANK YOU PREFER COMPUTER O-R TRUE PERSON TELLER-fs\SUPPOSE YOU GO BANK, YOU PREFER COMPUTER O-R TRUE PERSON TELLER-fs.mp4",SUPPOSE YOU GO BANK YOU PREFER COMPUTER O-R TRUE PERSON TELLER-fs
1739,"../Data\Words/downloaded_videos\SUPPOSE YOU GO BANK YOU PREFER TRUE PERSON card-insert-into-slotatm WHICH\SUPPOSE YOU GO BANK YOU PREFER TRUE PERSON, card-insert-into-slot⧸atm WHICH？.mp4",SUPPOSE YOU GO BANK YOU PREFER TRUE PERSON card-insert-into-slotatm WHICH
1740,"../Data\Words/downloaded_videos\SUPPOSE YOU GO CHURCH PANTS bodyshift-OR DRESS WHICH YOU\SUPPOSE YOU GO CHURCH, PANTS [bodyshift]-OR DRESS WHICH YOU？.mp4",SUPPOSE YOU GO CHURCH PANTS bodyshift-OR DRESS WHICH YOU
1741,"../Data\Words/downloaded_videos\SUPPOSE YOU GO MOVIE YOU LIKE EAT POPCORN\SUPPOSE YOU GO MOVIE, YOU LIKE EAT POPCORN？.mp4",SUPPOSE YOU GO MOVIE YOU LIKE EAT POPCORN
1742,"../Data\Words/downloaded_videos\SUPPOSE YOU RESTAURANT YOU ORDER BIRD MEAT FISH WHICH\SUPPOSE YOU RESTAURANT, YOU ORDER BIRD, MEAT, FISH, WHICH？.mp4",SUPPOSE YOU RESTAURANT YOU ORDER BIRD MEAT FISH WHICH
1743,"../Data\Words/downloaded_videos\SUPPOSE YOUR BODY CAN TRADE OTHER PERSON THEIR BODY YOU CHOOSE WHO\SUPPOSE YOUR BODY, CAN TRADE OTHER PERSON THEIR BODY, YOU CHOOSE WHO？.mp4",SUPPOSE YOUR BODY CAN TRADE OTHER PERSON THEIR BODY YOU CHOOSE WHO
1744,"../Data\Words/downloaded_videos\SUPPOSE YOUR DAD DIVORCE MARRY NEW WOMAN SHE YOUR WHAT\SUPPOSE YOUR DAD DIVORCE, MARRY NEW WOMAN, SHE YOUR WHAT？.mp4",SUPPOSE YOUR DAD DIVORCE MARRY NEW WOMAN SHE YOUR WHAT
1745,"../Data\Words/downloaded_videos\SUPPOSE YOUR DOG SICK YOU CARRY VET\SUPPOSE YOUR DOG SICK, YOU CARRY VET？.mp4",SUPPOSE YOUR DOG SICK YOU CARRY VET
1746,"../Data\Words/downloaded_videos\SUPPOSE YOUR MOM PRISON YOU SHOCKED-brain-freeze YOU\SUPPOSE YOUR MOM PRISON, YOU SHOCKED-[brain-freeze] YOU？.mp4",SUPPOSE YOUR MOM PRISON YOU SHOCKED-brain-freeze YOU
1747,../Data\Words/downloaded_videos\SUPPOSE-ifwhat-if\SUPPOSE-[if⧸what-if].mp4,SUPPOSE-ifwhat-if
1748,../Data\Words/downloaded_videos\SURPRISE\SURPRISE.mp4,SURPRISE
1749,../Data\Words/downloaded_videos\surprise test you like\surprise test you like？.mp4,surprise test you like
1750,../Data\Words/downloaded_videos\SURRENDERED give-up  sacrifice\SURRENDERED [give-up ⧸ sacrifice].mp4,SURRENDERED give-up  sacrifice
1751,../Data\Words/downloaded_videos\SUSPECT-suspicious\SUSPECT-[suspicious].mp4,SUSPECT-suspicious
1752,../Data\Words/downloaded_videos\SWEET\SWEET.mp4,SWEET
1753,../Data\Words/downloaded_videos\SWING\SWING.mp4,SWING
1754,../Data\Words/downloaded_videos\SWIRLED-STRIPES-on long round object\SWIRLED-STRIPES-(on long round object).mp4,SWIRLED-STRIPES-on long round object
1755,../Data\Words/downloaded_videos\T-H-A-N-K-S how-SIGN\T-H-A-N-K-S how-SIGN？.mp4,T-H-A-N-K-S how-SIGN
1756,../Data\Words/downloaded_videos\T-H-E-Y HOW SIGN\T-H-E-Y HOW SIGN？.mp4,T-H-E-Y HOW SIGN
1757,"../Data\Words/downloaded_videos\T-R-I-G YOU FINISH PASS\T-R-I-G, YOU FINISH PASS？.mp4",T-R-I-G YOU FINISH PASS
1758,../Data\Words/downloaded_videos\table\table.mp4,table
1759,../Data\Words/downloaded_videos\take a pictureclick a camera\take a picture⧸click a camera.mp4,take a pictureclick a camera
1760,../Data\Words/downloaded_videos\TAKE-AWAY subtract version\TAKE-AWAY (subtract version).mp4,TAKE-AWAY subtract version
1761,../Data\Words/downloaded_videos\TAKE-CARE-take-care-of-something\TAKE-CARE-[take-care-of-something].mp4,TAKE-CARE-take-care-of-something
1762,../Data\Words/downloaded_videos\TAKE-someonesomething LEAVE-gotake-off\TAKE-someone⧸something LEAVE-[go⧸take-off].mp4,TAKE-someonesomething LEAVE-gotake-off
1763,../Data\Words/downloaded_videos\TAKE-UP\TAKE-UP.mp4,TAKE-UP
1764,../Data\Words/downloaded_videos\TAKE-UP ASL FOR-FOR\TAKE-UP ASL FOR-FOR？.mp4,TAKE-UP ASL FOR-FOR
1765,../Data\Words/downloaded_videos\TAKE-upevaporateadopt\TAKE-up⧸evaporate⧸adopt.mp4,TAKE-upevaporateadopt
1766,../Data\Words/downloaded_videos\talk an individual talking\talk an individual talking.mp4,talk an individual talking
1767,../Data\Words/downloaded_videos\talk with CONVERSE\talk with CONVERSE.mp4,talk with CONVERSE
1768,../Data\Words/downloaded_videos\TALK-front-and-side-view\TALK-[front-and-side-view].mp4,TALK-front-and-side-view
1769,../Data\Words/downloaded_videos\TALL-bent-hand-version\TALL-[bent-hand-version].mp4,TALL-bent-hand-version
1770,../Data\Words/downloaded_videos\TALL-index-on-palm-version\TALL-[index-on-palm-version].mp4,TALL-index-on-palm-version
1771,../Data\Words/downloaded_videos\TASTE AWFUL\TASTE AWFUL.mp4,TASTE AWFUL
1772,../Data\Words/downloaded_videos\tastetake a taste\taste⧸take a taste.mp4,tastetake a taste
1773,../Data\Words/downloaded_videos\TATTLE\TATTLE.mp4,TATTLE
1774,../Data\Words/downloaded_videos\TAX\TAX.mp4,TAX
1775,../Data\Words/downloaded_videos\TEA\TEA.mp4,TEA
1776,../Data\Words/downloaded_videos\TEACHER\TEACHER.mp4,TEACHER
1777,../Data\Words/downloaded_videos\TEACHER FLASH LIGHTS WHY\TEACHER FLASH LIGHTS WHY？.mp4,TEACHER FLASH LIGHTS WHY
1778,"../Data\Words/downloaded_videos\TEACHER HISHER WIFE YOU KNOW NAME\TEACHER HIS⧸HER WIFE, YOU KNOW NAME？.mp4",TEACHER HISHER WIFE YOU KNOW NAME
1779,../Data\Words/downloaded_videos\Team\Team.mp4,Team
1780,"../Data\Words/downloaded_videos\TEASE just kidding joking\TEASE (just kidding, joking).mp4",TEASE just kidding joking
1781,"../Data\Words/downloaded_videos\TECHNICAL SCHOOL NEAR HERE what-NAME\TECHNICAL SCHOOL NEAR HERE, what-NAME？.mp4",TECHNICAL SCHOOL NEAR HERE what-NAME
1782,"../Data\Words/downloaded_videos\TECHNICAL-method technique\TECHNICAL-[method, technique].mp4",TECHNICAL-method technique
1783,../Data\Words/downloaded_videos\TELL\TELL.mp4,TELL
1784,../Data\Words/downloaded_videos\TELL-me ABOUT YOUR TEACHER#\TELL-me ABOUT YOUR TEACHER..mp4,TELL-me ABOUT YOUR TEACHER#
1785,../Data\Words/downloaded_videos\TELL-me HOW YOU FEEL#\TELL-me HOW YOU FEEL..mp4,TELL-me HOW YOU FEEL#
1786,"../Data\Words/downloaded_videos\TELL-tell-to TELL-you\TELL-[tell-to, TELL-you].mp4",TELL-tell-to TELL-you
1787,../Data\Words/downloaded_videos\teller fs-TELLER  T-E-L-L-E-R\teller [fs-TELLER ⧸ T-E-L-L-E-R].mp4,teller fs-TELLER  T-E-L-L-E-R
1788,../Data\Words/downloaded_videos\TEMPERATURE\TEMPERATURE.mp4,TEMPERATURE
1789,../Data\Words/downloaded_videos\TEND-TO tendency  bing\TEND-TO (tendency) ⧸ bing.mp4,TEND-TO tendency  bing
1790,../Data\Words/downloaded_videos\TENT-a-large-tent\TENT-[a-large-tent].mp4,TENT-a-large-tent
1791,../Data\Words/downloaded_videos\TENT-camping\TENT-[camping].mp4,TENT-camping
1792,../Data\Words/downloaded_videos\test  quiz 1x1x-stationary-version\test ⧸ quiz [1x1x-stationary-version].mp4,test  quiz 1x1x-stationary-version
1793,"../Data\Words/downloaded_videos\TEST - quiz exam version 1\TEST - [quiz, exam] (version 1).mp4",TEST - quiz exam version 1
1794,"../Data\Words/downloaded_videos\TEST YOU THINK NOTHING-TO-IT\TEST, YOU THINK NOTHING-TO-IT？.mp4",TEST YOU THINK NOTHING-TO-IT
1795,../Data\Words/downloaded_videos\TEST-single-movement-version\TEST-[single-movement-version].mp4,TEST-single-movement-version
1796,../Data\Words/downloaded_videos\TESTQUIZ version 2\TEST⧸QUIZ (version 2).mp4,TESTQUIZ version 2
